x,y,hover,eod
106.76337254528141,74.98735103081893,0.0,0.0
106.52661901642045,75.97414635307717,0.0,0.0
105.73053891706027,81.97890579113897,0.0,0.0
102.93590721803399,98.69753811047218,0.0,0.0
102.72993618936299,112.78706386548362,0.0,0.0
103.80731605921397,123.00934483297948,0.0,0.0
109.05901801774769,126.76438878746939,0.0,0.0
118.3932970674955,128.74713176136788,0.0,0.0
129.792451737041,127.86751182415986,0.0,0.0
141.87222063402862,126.53567194913813,0.0,0.0
150.05398248329027,125.91851232204696,0.0,0.0
153.95570949975968,128.0477094279268,0.0,0.0
156.27934606675007,135.71810679354274,0.0,0.0
155.552724066547,143.11720450283445,0.0,0.0
149.18699579425453,155.39535494994124,0.0,0.0
141.5559200824257,164.6177397780795,0.0,0.0
132.15366549933879,173.13556044124715,0.0,0.0
120.07947012447926,179.89441981740384,0.0,0.0
111.26332712838212,181.11678180690973,0.0,0.0
105.72471739999327,174.18078189610088,0.0,0.0
102.67698652333607,163.70101969632316,1.0,0.0
102.4288375086837,155.17364886140905,1.0,0.0
102.1774756354142,146.64787330595146,1.0,0.0
101.92912616600162,138.12607324163952,1.0,0.0
101.68279470907015,129.6021344080562,1.0,0.0
101.43425572650735,121.07918284913656,1.0,0.0
101.18576207347145,112.5602106913612,1.0,0.0
100.93633302443418,104.04868610354863,1.0,0.0
100.68389605983303,95.54139115679511,1.0,0.0
100.43278736201981,87.02094590702161,1.0,0.0
102.90870684463196,86.32343660152254,1.0,0.0
105.76260312637133,86.61750683766746,0.0,0.0
114.84242373791538,87.5247874495146,0.0,0.0
128.4031646399386,88.36964749856455,0.0,0.0
142.37926156024582,89.23300147475152,0.0,0.0
152.63399850024388,89.88529665534153,0.0,0.0
156.01223173627847,90.90172426906722,0.0,0.0
157.4250434064159,92.27753623348363,0.0,0.0
157.0759008310136,92.13730090856339,0.0,0.0
156.42796852258863,91.57502990386664,0.0,1.0
