x,y,hover,eod
137.96392805717124,93.36934801000751,0.0,0.0
134.829629306276,89.57226594921406,0.0,0.0
130.6658756516516,87.38284826572504,0.0,0.0
123.02664116089218,89.15988352157859,0.0,0.0
116.37029229554233,93.42469892865068,0.0,0.0
114.00599295457988,97.74935100033775,0.0,0.0
114.48330608481656,103.27065425435234,0.0,0.0
120.87475616173016,111.0281561265437,0.0,0.0
130.14759784832756,119.44638325864065,0.0,0.0
139.09389687719795,127.87473044478992,0.0,0.0
144.71083102623118,136.69816344634222,0.0,0.0
145.67600339094668,146.01742240147763,0.0,0.0
140.75851911593202,157.3097126269451,0.0,0.0
132.56155584234307,166.04768674261135,0.0,0.0
123.58376784255722,170.13182282186187,0.0,0.0
116.82353066840216,168.30589694266428,0.0,0.0
111.69595462043156,158.0054277318054,0.0,0.0
111.92410176919584,147.64273284714545,0.0,0.0
119.04569181953845,134.95198858810022,0.0,0.0
127.427480232436,126.24859547815299,0.0,0.0
136.43602049784062,115.854319534252,0.0,0.0
141.57637027251928,108.46318551474724,0.0,0.0
143.12129415664998,104.90229620973815,0.0,0.0
142.50481696713905,101.3526273790315,0.0,0.0
140.62539475835905,98.27534674801768,0.0,0.0
138.30228517503141,95.29267928727126,0.0,1.0
