x,y,hover,eod
110.01001617174569,86.21611992100745,0.0,0.0
107.02046214779395,87.4307610072062,0.0,0.0
105.20653471909048,91.3275978865154,0.0,0.0
101.03933191173374,106.01091167923644,0.0,0.0
99.60961907165844,122.69223283628074,0.0,0.0
100.03486058890155,139.80488354138063,0.0,0.0
103.85077751577609,158.81312701569416,0.0,0.0
109.34852868236428,171.4877102727451,0.0,0.0
116.02485719543509,178.1835531778701,0.0,0.0
123.84382991473004,178.95552083237786,0.0,0.0
132.86104772535563,175.32038700641223,0.0,0.0
141.39515835435148,166.12976114245438,0.0,0.0
150.0030809947303,149.85510330686893,0.0,0.0
155.24211069324087,134.57789395147492,0.0,0.0
156.5753585486146,121.64457630756905,0.0,0.0
153.71255034790323,106.00867931437196,0.0,0.0
147.95661541521196,94.41988118241815,0.0,0.0
141.7097017727162,85.64030370342525,0.0,0.0
137.17771658667783,81.60920455673121,0.0,0.0
129.49859282678017,78.91085802537296,0.0,0.0
121.83546364628187,78.21797956345252,0.0,0.0
115.47065500514053,79.89441715170246,0.0,0.0
111.6192018728206,80.91307077654479,0.0,0.0
107.38084876817409,83.93196755182369,0.0,0.0
103.92635188557428,86.39447396040244,0.0,1.0
