x,y,hover,eod
95.12341897091147,86.3714750453745,0.0,0.0
95.24914874285429,85.74160841136232,0.0,0.0
96.6470388259213,85.4374702035692,0.0,0.0
110.15857553131116,81.84251918953919,0.0,0.0
123.93019135760471,77.30359772459894,0.0,0.0
139.3683731884745,73.2449015629316,0.0,0.0
151.31558372174084,71.0223960044649,0.0,0.0
156.90672711168045,70.39466642909967,0.0,0.0
159.56585237532906,70.20701192330283,0.0,0.0
159.95372445387488,70.8353865262608,0.0,0.0
159.9994462989216,71.42088182335806,0.0,0.0
160.27102994210935,74.62233081582048,0.0,0.0
161.50128670069347,87.71672965234956,0.0,0.0
161.4658090328613,104.84312595776663,0.0,0.0
160.4119376362479,126.77845503988709,0.0,0.0
159.3646931038532,146.37491871380706,0.0,0.0
159.2379206858017,164.58660552948976,0.0,0.0
159.62932891404387,177.6482297796844,0.0,0.0
160.07948099368488,183.8394604754696,0.0,0.0
160.18882451008693,185.86056762317327,0.0,0.0
160.19923408704148,185.83320891574573,0.0,0.0
160.1929252831425,185.59821952314513,0.0,1.0
