x,y,hover,eod
131.16304841030822,64.75641172220173,0.0,0.0
131.32665005297812,67.51536958666105,0.0,0.0
131.38275420748258,76.17800487049357,0.0,0.0
132.8946787319288,101.79737184254412,0.0,0.0
132.372392190678,129.75863056176416,0.0,0.0
129.897779806188,158.08209200758978,0.0,0.0
127.17853213760648,177.99921858226702,0.0,0.0
125.10833237506822,188.14298091151244,0.0,0.0
123.8623279155328,192.20182296500508,0.0,0.0
123.36394508526664,193.2011469004951,0.0,0.0
123.41806156234531,192.99012277558947,0.0,0.0
123.38617646049015,192.28899134507438,0.0,0.0
123.18849452755717,187.48869819917766,0.0,1.0
