x,y,hover,eod
147.77115361537065,63.05335791770685,0.0,0.0
147.54282450093402,64.10694090471202,0.0,0.0
147.4169778100735,65.56539301253727,0.0,0.0
143.88736556937766,76.9466151802076,0.0,0.0
138.08656842815705,95.38009276033111,0.0,0.0
130.43698505009235,121.17924342613335,0.0,0.0
123.93595095349112,144.36755699638982,0.0,0.0
118.59436880510079,166.53903631305914,0.0,0.0
114.74452556321093,180.49686060543834,0.0,0.0
111.83329488807239,190.78041613955932,0.0,0.0
110.54060119444466,194.1860775199511,0.0,0.0
110.09973791641374,194.65244899536557,0.0,0.0
110.08821185074173,194.2842205331566,0.0,0.0
110.08770053423629,193.90907705502215,0.0,0.0
110.56858540789635,192.38291513370163,0.0,0.0
112.38266610845834,187.35719296960357,0.0,1.0
