x,y,hover,eod
133.19858236000954,81.18099164287355,0.0,0.0
132.39480302933654,78.3712639119604,0.0,0.0
130.40492147207314,75.8340342519632,0.0,0.0
127.6241299717775,75.38624892466997,0.0,0.0
124.03533014157492,74.7451773952563,0.0,0.0
119.49114180029252,74.66463007863449,0.0,0.0
110.94133670462728,77.95906641504318,0.0,0.0
103.10835872460021,83.34492389395113,0.0,0.0
98.53527560113133,88.77524343396185,0.0,0.0
94.59382151930868,99.06663558291307,0.0,0.0
94.14062334011804,107.93296908985012,0.0,0.0
97.14887617353246,114.67670605740868,0.0,0.0
102.62561194620422,119.35638454189613,0.0,0.0
110.80095209759854,122.03447996827849,0.0,0.0
124.59299988437037,124.94890109039993,0.0,0.0
137.64822090026775,126.18764463026251,0.0,0.0
148.56103288713274,128.3611664585419,0.0,0.0
157.5245912561931,133.1046502562923,0.0,0.0
161.49756217654186,139.53095007199465,0.0,0.0
163.52497283068848,149.29943463908887,0.0,0.0
161.78947432616928,159.49013943484204,0.0,0.0
156.33993162504964,171.73030424488968,0.0,0.0
148.83660175495072,179.25898615253493,0.0,0.0
140.27122866869513,183.13054073608225,0.0,0.0
132.6088247606276,181.4788555165872,0.0,0.0
125.97144873624508,173.60955554123296,0.0,0.0
124.0501600870796,164.42629611476553,0.0,0.0
123.90935168246887,154.9422463557707,0.0,0.0
126.45226382922947,145.32198397318047,0.0,0.0
130.95583512800343,131.9329051545423,0.0,0.0
136.98230525202152,116.86822573174409,0.0,0.0
141.04060036516424,104.28418826884622,0.0,0.0
143.4246917833914,95.44866359641328,0.0,0.0
143.75714733179342,91.23776169472406,0.0,0.0
143.88284088477434,87.59791094411538,0.0,0.0
142.00963297452864,81.90955201951296,0.0,0.0
139.96956256505592,78.44358306404162,0.0,0.0
137.86641703439213,75.01596508612995,0.0,1.0
