x,y,hover,eod
139.88213894094451,80.7512879120195,0.0,0.0
133.76726489587963,85.35124005741795,0.0,0.0
125.64785861181127,91.56519126671276,0.0,0.0
114.681110650937,100.30818386566932,0.0,0.0
105.16342485180678,109.34553680434385,0.0,0.0
98.10689352488959,115.21798530873104,0.0,0.0
94.52369222620925,119.08612206469274,0.0,0.0
92.453000135883,121.77723558726512,0.0,0.0
93.04318959391057,124.48590378198202,0.0,0.0
97.90261277398704,127.79100952725588,0.0,0.0
108.98256611482398,131.20003961587503,0.0,0.0
121.39011527727271,133.6448796729723,0.0,0.0
135.3716685328325,135.0324775952485,0.0,0.0
150.58106156766897,137.17313270784985,0.0,0.0
157.57189678888662,138.28040437531448,0.0,0.0
160.8630519590422,138.34150143410943,0.0,0.0
163.3681236419622,138.24849852653566,0.0,0.0
164.22805174211243,136.20491328523977,0.0,0.0
162.98358321665577,126.79671456790416,1.0,0.0
161.39588898117907,116.86428571166212,1.0,0.0
159.81156065287985,106.90288767528924,1.0,0.0
158.22554008178832,96.94659707467636,1.0,0.0
156.64480971211674,86.98565064314963,1.0,0.0
155.06766694003804,77.0242125292904,1.0,0.0
153.91690120101677,71.87531318840607,1.0,0.0
153.381769968902,77.48800484128665,0.0,0.0
152.6111087032165,87.71292212538438,0.0,0.0
150.76749619547095,101.25392394226574,0.0,0.0
147.85328279280122,119.37819296272974,0.0,0.0
144.1946431575631,139.5389652394023,0.0,0.0
140.87244239732289,160.25589181660544,0.0,0.0
138.33009081826864,174.5528439784513,0.0,0.0
137.67434030527002,182.50370359352,0.0,0.0
137.5594732966931,185.6993198454695,0.0,1.0
