x,y,hover,eod
126.11887045433724,72.91520629742615,0.0,0.0
126.22871275184418,76.85734759817615,0.0,0.0
126.68752027018812,83.3647701112418,0.0,0.0
127.68327242502191,98.66443654398518,0.0,0.0
128.89698850622125,115.69526075196154,0.0,0.0
129.91183756648127,134.42231080707143,0.0,0.0
129.3516162402462,153.31072259720895,0.0,0.0
129.15160410167155,168.5097984492213,0.0,0.0
129.2544798203007,179.7128224275998,0.0,0.0
129.62664173431634,183.8852264824044,0.0,0.0
129.58086937643407,184.36652837937302,0.0,0.0
129.55055593078114,183.95489257820196,0.0,1.0
