x,y,hover,eod
116.70689686642945,72.48042507846455,0.0,0.0
114.41337768372311,73.95803495788817,0.0,0.0
112.04457182857074,75.72412637184505,0.0,0.0
105.93466607829517,81.69205411120458,0.0,0.0
100.61466489340644,89.71799303194541,0.0,0.0
96.19653497430197,101.45378658632114,0.0,0.0
92.81719310755177,113.13482354185123,0.0,0.0
90.84268678990513,124.44600981338124,0.0,0.0
90.48827364099137,136.1800438683564,0.0,0.0
92.08729731066312,148.86592213405936,0.0,0.0
95.64514158460007,159.1335932985918,0.0,0.0
99.83000638339284,168.28799693488975,0.0,0.0
105.91705997838913,176.23243926464465,0.0,0.0
110.66115948281721,181.1037634013427,0.0,0.0
119.52699757422745,184.81736039245266,0.0,0.0
128.745065114834,185.11819801152646,0.0,0.0
137.22549772385753,181.4289307427529,0.0,0.0
145.14326969752227,175.81064192677914,0.0,0.0
151.70278504688366,169.6754752356442,0.0,0.0
156.5418466500626,160.57376762889388,0.0,0.0
161.08719185446364,150.79442597299843,0.0,0.0
163.6186593451775,141.3158150221507,0.0,0.0
164.91988454702812,132.7983218213715,0.0,0.0
166.42826363257447,122.11088981734227,0.0,0.0
166.66431372756492,112.81472624683877,0.0,0.0
166.41915762283992,104.7369593162546,0.0,0.0
163.39334533650555,97.5331528441815,0.0,0.0
161.2109352106153,93.5873253921873,0.0,0.0
157.70752566946268,89.03955560026148,0.0,0.0
153.38112699266006,84.672037235678,0.0,0.0
150.24084349374124,82.24536156614252,0.0,0.0
145.82296938501136,79.96408066332427,0.0,0.0
142.16523008796315,78.61645807867936,0.0,0.0
139.11756745122432,77.56072642521869,0.0,0.0
135.68579088866883,76.79786191964094,0.0,0.0
132.30391950033743,75.93981509461469,0.0,0.0
129.88380973127306,75.18069740635423,0.0,0.0
126.93397705624162,74.83874544870903,0.0,0.0
123.86851523367591,75.1328432686727,0.0,1.0
