x,y,hover,eod
118.46415399003543,74.6815357403687,0.0,0.0
116.92622576936813,74.36501239796681,0.0,0.0
115.03558970552184,74.60011667732512,0.0,0.0
112.75347462791599,75.36694188936605,0.0,0.0
109.69903373080446,77.02390475175059,0.0,0.0
107.02933038661692,78.64359738464478,0.0,0.0
104.37875762121845,81.43521302422832,0.0,0.0
102.3219312749326,84.8242551996569,0.0,0.0
101.05229508157409,89.11724019213224,0.0,0.0
99.34768139246276,95.5940132031395,0.0,0.0
99.64113166449096,100.60734751395782,0.0,0.0
100.76956490771597,103.43729629173211,0.0,0.0
102.871979092239,106.02510740512233,0.0,0.0
107.15315721162162,108.4249724581666,0.0,0.0
114.64563586286963,109.98805124284786,0.0,0.0
121.86043235249272,110.41145384899463,0.0,0.0
128.3035861363479,110.23293374157026,0.0,0.0
134.7376264969695,110.9044669709188,0.0,0.0
139.14676625342597,112.13031533517449,0.0,0.0
142.95904788622016,114.52141490432996,0.0,0.0
146.3879865970921,117.38995732395625,0.0,0.0
149.91297781630044,121.08101439462007,0.0,0.0
154.52964588281097,128.41818750000812,0.0,0.0
156.30678020537374,134.07764664695605,0.0,0.0
157.24692182862043,138.83692781682464,0.0,0.0
157.21533601329202,143.40911066293347,0.0,0.0
156.2745295867569,148.00658533542594,0.0,0.0
153.1206452647373,157.50443445721965,0.0,0.0
148.4809864194484,164.58419231155335,0.0,0.0
144.58262209466295,168.30771263490766,0.0,0.0
136.10167500667376,173.590679965118,0.0,0.0
126.9569464426234,178.28243643549075,0.0,0.0
117.88474083432538,181.2497371127223,0.0,0.0
112.93945254398687,181.83308893633102,0.0,0.0
108.75545414206337,181.31842277635388,0.0,0.0
104.69529118445362,176.233808701069,0.0,0.0
102.98991113604967,168.4670782545216,0.0,0.0
102.53678298316271,158.8123902886594,0.0,0.0
103.64355639397523,147.96924552017805,0.0,0.0
105.64836498678423,136.305600238723,0.0,0.0
108.36159771743067,127.59942711972285,0.0,0.0
111.1047473999308,120.7951966077731,0.0,0.0
115.53860715613357,111.92224151809187,0.0,0.0
118.15572360448847,105.23188531859766,0.0,0.0
120.81480063573404,101.85128776279218,0.0,0.0
122.90373993731977,96.56744899162872,0.0,0.0
123.77676563583248,94.00328530580735,0.0,0.0
123.69602124368527,91.72119625513942,0.0,0.0
124.09567297018073,87.95336807125481,0.0,0.0
123.68866584688259,85.76844957435803,0.0,0.0
123.2207867513807,83.91535287004193,0.0,0.0
122.13291499408139,82.5790163743646,0.0,0.0
121.25791587573056,81.2923939233133,0.0,0.0
120.44664632082457,79.86794670734083,0.0,1.0
