x,y,hover,eod
103.26972149195853,86.4215437962838,0.0,0.0
101.53800458647555,88.84369510861063,0.0,0.0
98.26122374425455,95.09773162424926,0.0,0.0
95.2482912959149,106.70298498559714,0.0,0.0
95.07558008190472,117.14075282218141,0.0,0.0
99.24163138529872,126.4787348059383,0.0,0.0
107.09855693206947,131.70027752332464,0.0,0.0
116.50392697111516,132.41338674600917,0.0,0.0
130.6038446873767,131.03741398289753,0.0,0.0
145.94647919967218,128.21685555567416,0.0,0.0
152.0984378889583,128.73607692519323,0.0,0.0
155.2163104697663,131.70357872298126,0.0,0.0
155.8383220149077,139.7887301747997,0.0,0.0
151.6731324637812,150.24456025023056,0.0,0.0
144.27618826913334,159.69046308472122,0.0,0.0
134.76016666654624,166.8498739656689,0.0,0.0
123.25717084876736,171.7344867215898,0.0,0.0
112.13567547511495,172.12224290847425,0.0,0.0
104.89335793359912,167.0461076653008,0.0,0.0
101.21347924900532,158.26400237216907,0.0,0.0
100.7825804728233,149.93931218320617,1.0,0.0
100.94617625391646,140.9346976633784,1.0,0.0
101.10354642642343,131.93672232128878,1.0,0.0
101.26118097278952,122.94557774687209,1.0,0.0
101.41356625945372,113.96143011507169,1.0,0.0
101.5639143634896,104.97683381092415,1.0,0.0
101.71479699866613,95.98747610589871,1.0,0.0
102.11102261679959,91.00702097387918,1.0,0.0
102.97507047872283,90.74245766486939,0.0,0.0
103.77024657780323,90.45473781640479,0.0,0.0
109.53449463311479,89.89935500748638,0.0,0.0
122.3489795081094,88.63432967845242,0.0,0.0
137.2622170136828,86.48152302311584,0.0,0.0
150.57448315369464,84.44197998731786,0.0,0.0
159.64617142481052,84.01372104063805,0.0,0.0
162.20517086436746,84.3042734082158,0.0,0.0
161.90482422956856,84.18927006837146,0.0,1.0
