x,y,hover,eod
102.02642697891937,87.2356570781501,0.0,0.0
99.2531883156614,94.62927736805784,0.0,0.0
97.2295012030288,106.5215324516306,0.0,0.0
96.57965831086854,121.06029554859686,0.0,0.0
98.95977841594093,140.8405995398865,0.0,0.0
105.20763026799493,157.10107678780298,0.0,0.0
114.26577916766426,166.37617133048423,0.0,0.0
125.00301806195328,171.74544015129356,0.0,0.0
136.81758091223347,171.36969193688077,0.0,0.0
146.96394785999206,161.76242834486214,0.0,0.0
155.5301812694069,145.335364626198,0.0,0.0
159.5431572166612,131.91322285882364,0.0,0.0
158.62530021408477,121.39563533193217,0.0,0.0
155.51517447175775,111.35317911317401,0.0,0.0
148.43215390909563,99.32273881167788,0.0,0.0
142.31982653491082,91.45262164660204,0.0,0.0
136.04158469617636,86.95609727471805,0.0,0.0
130.93015685674072,85.10402596755262,0.0,0.0
123.57553427345215,84.93817336995335,0.0,0.0
115.03425166476404,87.18501867012804,0.0,0.0
109.98619763014125,89.41895339907609,0.0,0.0
107.91009189917105,91.15000450465791,0.0,1.0
